location,buckwalter,part of speech,treebank,arabic,meaning
(40:80:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(40:80:1:2),la,P,PREFIX|l:P+,لَ,
(40:80:1:3),kumo,PRON,STEM|POS:PRON|2MP,كُمْ,
(40:80:2:1),fiy,P,STEM|POS:P|LEM:fiY,فِي,
(40:80:2:2),haA,PRON,SUFFIX|PRON:3FS,هَا,
(40:80:3:1),mana`fiEu,N,STEM|POS:N|LEM:mana`fiE|ROOT:nfE|FP|NOM,مَنَٰفِعُ,
(40:80:4:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(40:80:4:2),li,PRP,PREFIX|l:PRP+,لِ,
(40:80:4:3),tabolugu,V,STEM|POS:V|IMPF|LEM:balaga|ROOT:blg|2MP|MOOD:SUBJ,تَبْلُغُ,
(40:80:4:4),wA@,PRON,SUFFIX|PRON:2MP,وا@,
(40:80:5:1),Ealayo,P,STEM|POS:P|LEM:EalaY`,عَلَيْ,
(40:80:5:2),haA,PRON,SUFFIX|PRON:3FS,هَا,
(40:80:6:1),HaAjapF,N,STEM|POS:N|LEM:HaAjap|ROOT:Hwj|F|INDEF|ACC,حَاجَةً,
(40:80:7:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(40:80:8:1),Suduwri,N,STEM|POS:N|LEM:Sador|ROOT:Sdr|MP|GEN,صُدُورِ,
(40:80:8:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(40:80:9:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(40:80:9:2),Ealayo,P,STEM|POS:P|LEM:EalaY`,عَلَيْ,
(40:80:9:3),haA,PRON,SUFFIX|PRON:3FS,هَا,
(40:80:10:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(40:80:10:2),EalaY,P,STEM|POS:P|LEM:EalaY`,عَلَى,
(40:80:11:1),{lo,DET,PREFIX|Al+,ٱلْ,
(40:80:11:2),fuloki,N,STEM|POS:N|LEM:fulok|ROOT:flk|M|GEN,فُلْكِ,
(40:80:12:1),tuHomalu,V,STEM|POS:V|IMPF|PASS|LEM:Hamala|ROOT:Hml|2MP,تُحْمَلُ,
(40:80:12:2),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(40:81:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(40:81:1:2),yuriy,V,STEM|POS:V|IMPF|(IV)|LEM:>arayo|ROOT:rAy|3MS,يُرِي,
(40:81:1:3),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(40:81:2:1),'aAya`ti,N,STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN,ءَايَٰتِ,
(40:81:2:2),hi.,PRON,SUFFIX|PRON:3MS,هِ.,
(40:81:3:1),fa,REM,PREFIX|f:REM+,فَ,
(40:81:3:2),>aY~a,N,STEM|POS:N|LEM:>aY~|NOM,أَىَّ,
(40:81:4:1),'aAya`ti,N,STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN,ءَايَٰتِ,
(40:81:5:1),{ll~ahi,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN,ٱللَّهِ,
(40:81:6:1),tunkiru,V,STEM|POS:V|IMPF|(IV)|LEM:yunkiru|ROOT:nkr|2MP,تُنكِرُ,
(40:81:6:2),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(40:82:1:1),>a,INTG,PREFIX|A:INTG+,أَ,
(40:82:1:2),fa,SUP,PREFIX|f:SUP+,فَ,
(40:82:1:3),lamo,NEG,STEM|POS:NEG|LEM:lam,لَمْ,
(40:82:2:1),yasiyru,V,STEM|POS:V|IMPF|LEM:saAra|ROOT:syr|3MP|MOOD:JUS,يَسِيرُ,
(40:82:2:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(40:82:3:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(40:82:4:1),{lo,DET,PREFIX|Al+,ٱلْ,
(40:82:4:2),>aroDi,N,STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN,أَرْضِ,
(40:82:5:1),fa,CONJ,PREFIX|f:CONJ+,فَ,
(40:82:5:2),yanZuru,V,STEM|POS:V|IMPF|LEM:n~aZara|ROOT:nZr|3MP|MOOD:SUBJ,يَنظُرُ,
(40:82:5:3),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(40:82:6:1),kayofa,INTG,STEM|POS:INTG|LEM:kayof|ROOT:kyf,كَيْفَ,
(40:82:7:1),kaAna,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS,كَانَ,
(40:82:8:1),Ea`qibapu,N,STEM|POS:N|LEM:Ea`qibap|ROOT:Eqb|F|NOM,عَٰقِبَةُ,
(40:82:9:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(40:82:10:1),min,P,STEM|POS:P|LEM:min,مِن,
(40:82:11:1),qaboli,N,STEM|POS:N|LEM:qabol|ROOT:qbl|GEN,قَبْلِ,
(40:82:11:2),himo,PRON,SUFFIX|PRON:3MP,هِمْ,
(40:82:12:1),kaAnu,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP,كَانُ,
(40:82:12:2),w^A@,PRON,SUFFIX|PRON:3MP,و^ا@,
(40:82:13:1),>akovara,N,STEM|POS:N|LEM:>akovar|ROOT:kvr|MS|ACC,أَكْثَرَ,
(40:82:14:1),mino,P,STEM|POS:P|LEM:min,مِنْ,
(40:82:14:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(40:82:15:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(40:82:15:2),>a$ad~a,N,STEM|POS:N|LEM:>a$ad~|ROOT:$dd|MS|ACC,أَشَدَّ,
(40:82:16:1),quw~apF,N,STEM|POS:N|LEM:quw~ap|ROOT:qwy|F|INDEF|ACC,قُوَّةً,
(40:82:17:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(40:82:17:2),'aAvaArFA,N,STEM|POS:N|LEM:>avar|ROOT:Avr|MP|INDEF|ACC,ءَاثَارًا,
(40:82:18:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(40:82:19:1),{lo,DET,PREFIX|Al+,ٱلْ,
(40:82:19:2),>aroDi,N,STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN,أَرْضِ,
(40:82:20:1),fa,REM,PREFIX|f:REM+,فَ,
(40:82:20:2),maA^,NEG,STEM|POS:NEG|LEM:maA,مَا^,
(40:82:21:1),>agonaY`,V,STEM|POS:V|PERF|LEM:>agonaY`|ROOT:gny|3MS,أَغْنَىٰ,
(40:82:22:1),Eano,P,STEM|POS:P|LEM:Ean,عَنْ,
(40:82:22:2),hum,PRON,SUFFIX|PRON:3MP,هُم,
(40:82:23:1),m~aA,REL,STEM|POS:REL|LEM:maA,مَّا,
(40:82:24:1),kaAnu,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP,كَانُ,
(40:82:24:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(40:82:25:1),yakosibu,V,STEM|POS:V|IMPF|LEM:kasaba|ROOT:ksb|3MP,يَكْسِبُ,
(40:82:25:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(40:83:1:1),fa,REM,PREFIX|f:REM+,فَ,
(40:83:1:2),lam~aA,T,STEM|POS:T|LEM:lam~aA,لَمَّا,
(40:83:2:1),jaA^'ato,V,STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3FS,جَا^ءَتْ,
(40:83:2:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(40:83:3:1),rusulu,N,STEM|POS:N|LEM:rasuwl|ROOT:rsl|MP|NOM,رُسُلُ,
(40:83:3:2),hum,PRON,SUFFIX|PRON:3MP,هُم,
(40:83:4:1),bi,P,PREFIX|bi+,بِ,
(40:83:4:2),{lo,DET,PREFIX|Al+,ٱلْ,
(40:83:4:3),bay~ina`ti,N,STEM|POS:N|LEM:bay~inap|ROOT:byn|FP|GEN,بَيِّنَٰتِ,
(40:83:5:1),fariHu,V,STEM|POS:V|PERF|LEM:fariHa|ROOT:frH|3MP,فَرِحُ,
(40:83:5:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(40:83:6:1),bi,P,PREFIX|bi+,بِ,
(40:83:6:2),maA,REL,STEM|POS:REL|LEM:maA,مَا,
(40:83:7:1),Einda,LOC,STEM|POS:LOC|LEM:Eind|ROOT:End|ACC,عِندَ,
(40:83:7:2),hum,PRON,SUFFIX|PRON:3MP,هُم,
(40:83:8:1),m~ina,P,STEM|POS:P|LEM:min,مِّنَ,
(40:83:9:1),{lo,DET,PREFIX|Al+,ٱلْ,
(40:83:9:2),Eilomi,N,STEM|POS:N|LEM:Eilom|ROOT:Elm|M|GEN,عِلْمِ,
(40:83:10:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(40:83:10:2),HaAqa,V,STEM|POS:V|PERF|LEM:HaAqa|ROOT:Hyq|3MS,حَاقَ,
(40:83:11:1),bi,P,PREFIX|bi+,بِ,
(40:83:11:2),him,PRON,STEM|POS:PRON|3MP,هِم,
(40:83:12:1),m~aA,REL,STEM|POS:REL|LEM:maA,مَّا,
(40:83:13:1),kaAnu,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP,كَانُ,
(40:83:13:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(40:83:14:1),bi,P,PREFIX|bi+,بِ,
(40:83:14:2),hi.,PRON,STEM|POS:PRON|3MS,هِ.,
(40:83:15:1),yasotahozi'u,V,STEM|POS:V|IMPF|(X)|LEM:{sotuhozi}a|ROOT:hzA|3MP,يَسْتَهْزِءُ,
(40:83:15:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(40:84:1:1),fa,REM,PREFIX|f:REM+,فَ,
(40:84:1:2),lam~aA,T,STEM|POS:T|LEM:lam~aA,لَمَّا,
(40:84:2:1),ra>a,V,STEM|POS:V|PERF|LEM:ra'aA|ROOT:rAy|3MP,رَأَ,
(40:84:2:2),woA@,PRON,SUFFIX|PRON:3MP,وْا@,
(40:84:3:1),ba>osa,N,STEM|POS:N|LEM:ba>os|ROOT:bAs|M|ACC,بَأْسَ,
(40:84:3:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(40:84:4:1),qaAlu,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP,قَالُ,
(40:84:4:2),w^A@,PRON,SUFFIX|PRON:3MP,و^ا@,
(40:84:5:1),'aAma,V,STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|1P,ءَامَ,
(40:84:5:2),n~aA,PRON,SUFFIX|PRON:1P,نَّا,
(40:84:6:1),bi,P,PREFIX|bi+,بِ,
(40:84:6:2),{ll~ahi,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN,ٱللَّهِ,
(40:84:7:1),waHoda,N,STEM|POS:N|LEM:waHod|ROOT:wHd|M|ACC,وَحْدَ,
(40:84:7:2),hu,,PRON,هُ,
(40:84:8:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(40:84:8:2),kafaro,V,STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|1P,كَفَرْ,
(40:84:8:3),naA,PRON,SUFFIX|PRON:1P,نَا,
(40:84:9:1),bi,P,PREFIX|bi+,بِ,
(40:84:9:2),maA,REL,STEM|POS:REL|LEM:maA,مَا,
(40:84:10:1),ku,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|1P,كُ,
(40:84:10:2),n~aA,PRON,SUFFIX|PRON:1P,نَّا,
(40:84:11:1),bi,P,PREFIX|bi+,بِ,
(40:84:11:2),hi.,PRON,STEM|POS:PRON|3MS,هِ.,
(40:84:12:1),mu$orikiyna,N,STEM|POS:N|ACT|PCPL|(IV)|LEM:mu$orik|ROOT:$rk|MP|ACC,مُشْرِكِينَ,
(40:85:1:1),fa,REM,PREFIX|f:REM+,فَ,
(40:85:1:2),lamo,NEG,STEM|POS:NEG|LEM:lam,لَمْ,
(40:85:2:1),yaku,V,STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS|MOOD:JUS,يَكُ,
(40:85:3:1),yanfaEu,V,STEM|POS:V|IMPF|LEM:nafaEa|ROOT:nfE|3MS,يَنفَعُ,
(40:85:3:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(40:85:4:1),<iyma`nu,N,STEM|POS:N|VN|(IV)|LEM:<iyma`n|ROOT:Amn|M|NOM,إِيمَٰنُ,
(40:85:4:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(40:85:5:1),lam~aA,T,STEM|POS:T|LEM:lam~aA,لَمَّا,
(40:85:6:1),ra>a,V,STEM|POS:V|PERF|LEM:ra'aA|ROOT:rAy|3MP,رَأَ,
(40:85:6:2),woA@,PRON,SUFFIX|PRON:3MP,وْا@,
(40:85:7:1),ba>osa,N,STEM|POS:N|LEM:ba>os|ROOT:bAs|M|ACC,بَأْسَ,
(40:85:7:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(40:85:8:1),sun~ata,N,STEM|POS:N|LEM:sun~ap|ROOT:snn|FS|ACC,سُنَّتَ,
(40:85:9:1),{ll~ahi,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN,ٱللَّهِ,
(40:85:10:1),{l~atiY,REL,STEM|POS:REL|LEM:{l~a*iY|FS,ٱلَّتِى,
(40:85:11:1),qado,CERT,STEM|POS:CERT|LEM:qad,قَدْ,
(40:85:12:1),xalato,V,STEM|POS:V|PERF|LEM:xalaA|ROOT:xlw|3FS,خَلَتْ,
(40:85:13:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(40:85:14:1),EibaAdi,N,STEM|POS:N|LEM:Eabod|ROOT:Ebd|MP|GEN,عِبَادِ,
(40:85:14:2),hi.,PRON,SUFFIX|PRON:3MS,هِ.,
(40:85:15:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(40:85:15:2),xasira,V,STEM|POS:V|PERF|LEM:xasira|ROOT:xsr|3MS,خَسِرَ,
(40:85:16:1),hunaAlika,T,STEM|POS:T|LEM:hunaAlik,هُنَالِكَ,
(40:85:17:1),{lo,DET,PREFIX|Al+,ٱلْ,
(40:85:17:2),ka`firuwna,N,STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|NOM,كَٰفِرُونَ,
(41:1:1:1),Hm^,INL,STEM|POS:INL,حم^,
(41:2:1:1),tanziylN,N,STEM|POS:N|VN|(II)|LEM:tanziyl|ROOT:nzl|M|INDEF|NOM,تَنزِيلٌ,
(41:2:2:1),m~ina,P,STEM|POS:P|LEM:min,مِّنَ,
(41:2:3:1),{l,DET,PREFIX|Al+,ٱل,
(41:2:3:2),r~aHoma`ni,N,STEM|POS:N|LEM:r~aHoma`n|ROOT:rHm|MS|GEN,رَّحْمَٰنِ,
(41:2:4:1),{l,DET,PREFIX|Al+,ٱل,
(41:2:4:2),r~aHiymi,ADJ,STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN,رَّحِيمِ,
(41:3:1:1),kita`bN,N,STEM|POS:N|LEM:kita`b|ROOT:ktb|M|INDEF|NOM,كِتَٰبٌ,
(41:3:2:1),fuS~ilato,V,STEM|POS:V|PERF|PASS|(II)|LEM:faS~ala|ROOT:fSl|3FS,فُصِّلَتْ,
(41:3:3:1),'aAya`tu,N,STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|NOM,ءَايَٰتُ,
(41:3:3:2),hu,,PRON,هُ,
(41:3:4:1),quro'aAnFA,PN,STEM|POS:PN|LEM:quro'aAn|ROOT:qrA|M|INDEF|ACC,قُرْءَانًا,
(41:3:5:1),Earabiy~FA,ADJ,STEM|POS:ADJ|LEM:Earabiy~|ROOT:Erb|MS|INDEF|ACC,عَرَبِيًّا,
(41:3:6:1),l~i,P,PREFIX|l:P+,لِّ,
(41:3:6:2),qawomK,N,STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|GEN,قَوْمٍ,
(41:3:7:1),yaEolamu,V,STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|3MP,يَعْلَمُ,
(41:3:7:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(41:4:1:1),ba$iyrFA,N,STEM|POS:N|LEM:ba$iyr|ROOT:b$r|MS|INDEF|ACC,بَشِيرًا,
(41:4:2:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:4:2:2),na*iyrFA,N,STEM|POS:N|LEM:na*iyr|ROOT:n*r|M|INDEF|ACC,نَذِيرًا,
(41:4:3:1),fa,REM,PREFIX|f:REM+,فَ,
(41:4:3:2),>aEoraDa,V,STEM|POS:V|PERF|(IV)|LEM:>aEoraDa|ROOT:ErD|3MS,أَعْرَضَ,
(41:4:4:1),>akovaru,N,STEM|POS:N|LEM:>akovar|ROOT:kvr|MS|NOM,أَكْثَرُ,
(41:4:4:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(41:4:5:1),fa,REM,PREFIX|f:REM+,فَ,
(41:4:5:2),humo,PRON,STEM|POS:PRON|3MP,هُمْ,
(41:4:6:1),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(41:4:7:1),yasomaEu,V,STEM|POS:V|IMPF|LEM:samiEa|ROOT:smE|3MP,يَسْمَعُ,
(41:4:7:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(41:5:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:5:1:2),qaAlu,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP,قَالُ,
(41:5:1:3),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(41:5:2:1),quluwbu,N,STEM|POS:N|LEM:qalob|ROOT:qlb|FP|NOM,قُلُوبُ,
(41:5:2:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(41:5:3:1),fiY^,P,STEM|POS:P|LEM:fiY,فِى^,
(41:5:4:1),>akin~apK,N,STEM|POS:N|LEM:>akin~ap|ROOT:knn|F|INDEF|GEN,أَكِنَّةٍ,
(41:5:5:1),m~i,P,STEM|POS:P|LEM:min,مِّ,
(41:5:5:2),m~aA,REL,STEM|POS:REL|LEM:maA,مَّا,
(41:5:6:1),tadoEuw,V,STEM|POS:V|IMPF|LEM:daEaA|ROOT:dEw|2MS,تَدْعُو,
(41:5:6:2),naA^,PRON,SUFFIX|PRON:1P,نَا^,
(41:5:7:1),<ilayo,P,STEM|POS:P|LEM:<ilaY`,إِلَيْ,
(41:5:7:2),hi,PRON,SUFFIX|PRON:3MS,هِ,
(41:5:8:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:5:8:2),fiY^,P,STEM|POS:P|LEM:fiY,فِى^,
(41:5:9:1),'aA*aAni,N,STEM|POS:N|LEM:>u*unN|ROOT:A*n|FP|GEN,ءَاذَانِ,
(41:5:9:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(41:5:10:1),waqorN,N,STEM|POS:N|LEM:waqor|ROOT:wqr|M|INDEF|NOM,وَقْرٌ,
(41:5:11:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:5:11:2),min[,P,STEM|POS:P|LEM:min,مِن[,
(41:5:12:1),bayoni,N,STEM|POS:N|LEM:bayon|ROOT:byn|GEN,بَيْنِ,
(41:5:12:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(41:5:13:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:5:13:2),bayoni,N,STEM|POS:N|LEM:bayon|ROOT:byn|GEN,بَيْنِ,
(41:5:13:3),ka,PRON,SUFFIX|PRON:2MS,كَ,
(41:5:14:1),HijaAbN,N,STEM|POS:N|LEM:HijaAb|ROOT:Hjb|M|INDEF|NOM,حِجَابٌ,
(41:5:15:1),fa,REM,PREFIX|f:REM+,فَ,
(41:5:15:2),{Eomalo,V,STEM|POS:V|IMPV|LEM:Eamila|ROOT:Eml|2MS,ٱعْمَلْ,
(41:5:16:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(41:5:16:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(41:5:17:1),Ea`miluwna,N,STEM|POS:N|ACT|PCPL|LEM:Ea`mil|ROOT:Eml|MP|NOM,عَٰمِلُونَ,
(41:6:1:1),qulo,V,STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS,قُلْ,
(41:6:2:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(41:6:2:2),maA^,PREV,STEM|POS:PREV|LEM:maA,مَا^,
(41:6:3:1),>anaA,PRON,STEM|POS:PRON|1S,أَنَا,
(41:6:4:1),ba$arN,N,STEM|POS:N|LEM:ba$ar|ROOT:b$r|M|INDEF|NOM,بَشَرٌ,
(41:6:5:1),m~ivolu,N,STEM|POS:N|LEM:mivol|ROOT:mvl|M|NOM,مِّثْلُ,
(41:6:5:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(41:6:6:1),yuwHaY`^,V,STEM|POS:V|IMPF|PASS|(IV)|LEM:>awoHaY`^|ROOT:wHy|3MS|MOOD:SUBJ,يُوحَىٰ^,
(41:6:7:1),<ilaY~a,P,STEM|POS:P|LEM:<ilaY`,إِلَىَّ,
(41:6:8:1),>an~a,ACC,STEM|POS:ACC|LEM:>an~|SP:<in~,أَنَّ,
(41:6:8:2),maA^,PREV,STEM|POS:PREV|LEM:maA,مَا^,
(41:6:9:1),<ila`hu,N,STEM|POS:N|LEM:<ila`h|ROOT:Alh|MS|NOM,إِلَٰهُ,
(41:6:9:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(41:6:10:1),<ila`hN,N,STEM|POS:N|LEM:<ila`h|ROOT:Alh|MS|INDEF|NOM,إِلَٰهٌ,
(41:6:11:1),wa`HidN,ADJ,STEM|POS:ADJ|LEM:wa`Hid|ROOT:wHd|MS|INDEF|NOM,وَٰحِدٌ,
(41:6:12:1),fa,REM,PREFIX|f:REM+,فَ,
(41:6:12:2),{sotaqiymu,V,STEM|POS:V|IMPV|(X)|LEM:{sotaqa`mu|ROOT:qwm|2MP,ٱسْتَقِيمُ,
(41:6:12:3),w^A@,PRON,SUFFIX|PRON:2MP,و^ا@,
(41:6:13:1),<ilayo,P,STEM|POS:P|LEM:<ilaY`,إِلَيْ,
(41:6:13:2),hi,PRON,SUFFIX|PRON:3MS,هِ,
(41:6:14:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:6:14:2),{sotagofiru,V,STEM|POS:V|IMPV|(X)|LEM:{sotagofara|ROOT:gfr|2MP,ٱسْتَغْفِرُ,
(41:6:14:3),w,PRON,SUFFIX|PRON:2MP,و,
(41:6:14:4),hu,PRON,SUFFIX|PRON:3MS,هُ,
(41:6:15:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:6:15:2),wayolN,N,STEM|POS:N|LEM:wayol|M|INDEF|NOM,وَيْلٌ,
(41:6:16:1),l~i,P,PREFIX|l:P+,لِّ,
(41:6:16:2),lo,DET,PREFIX|Al+,لْ,
(41:6:16:3),mu$orikiyna,N,STEM|POS:N|ACT|PCPL|(IV)|LEM:mu$orik|ROOT:$rk|MP|GEN,مُشْرِكِينَ,
(41:7:1:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(41:7:2:1),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(41:7:3:1),yu&otu,V,STEM|POS:V|IMPF|(IV)|LEM:A^taY|ROOT:Aty|3MP,يُؤْتُ,
(41:7:3:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(41:7:4:1),{l,DET,PREFIX|Al+,ٱل,
(41:7:4:2),z~akaw`pa,N,STEM|POS:N|LEM:zakaw`p|ROOT:zkw|F|ACC,زَّكَوٰةَ,
(41:7:5:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:7:5:2),hum,PRON,STEM|POS:PRON|3MP,هُم,
(41:7:6:1),bi,P,PREFIX|bi+,بِ,
(41:7:6:2),{lo,DET,PREFIX|Al+,ٱلْ,
(41:7:6:3),'aAxirapi,N,STEM|POS:N|LEM:A^xir|ROOT:Axr|FS|GEN,ءَاخِرَةِ,
(41:7:7:1),humo,PRON,STEM|POS:PRON|3MP,هُمْ,
(41:7:8:1),ka`firuwna,N,STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|NOM,كَٰفِرُونَ,
(41:8:1:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(41:8:2:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(41:8:3:1),'aAmanu,V,STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP,ءَامَنُ,
(41:8:3:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(41:8:4:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:8:4:2),Eamilu,V,STEM|POS:V|PERF|LEM:Eamila|ROOT:Eml|3MP,عَمِلُ,
(41:8:4:3),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(41:8:5:1),{l,DET,PREFIX|Al+,ٱل,
(41:8:5:2),S~a`liHa`ti,N,STEM|POS:N|ACT|PCPL|LEM:S~a`liHa`t|ROOT:SlH|FP|GEN,صَّٰلِحَٰتِ,
(41:8:6:1),la,P,PREFIX|l:P+,لَ,
(41:8:6:2),humo,PRON,STEM|POS:PRON|3MP,هُمْ,
(41:8:7:1),>ajorN,N,STEM|POS:N|LEM:>ajor|ROOT:Ajr|M|INDEF|NOM,أَجْرٌ,
(41:8:8:1),gayoru,N,STEM|POS:N|LEM:gayor|ROOT:gyr|M|NOM,غَيْرُ,
(41:8:9:1),mamonuwnK,N,STEM|POS:N|PASS|PCPL|LEM:mamonuwn|ROOT:mnn|M|INDEF|GEN,مَمْنُونٍ,
(41:9:1:1),qulo,V,STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS,قُلْ,
(41:9:2:1),>a,INTG,PREFIX|A:INTG+,أَ,
(41:9:2:2),}in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,ئِنَّ,
(41:9:2:3),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(41:9:3:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(41:9:3:2),takofuru,V,STEM|POS:V|IMPF|LEM:kafara|ROOT:kfr|2MP,تَكْفُرُ,
(41:9:3:3),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(41:9:4:1),bi,P,PREFIX|bi+,بِ,
(41:9:4:2),{l~a*iY,REL,STEM|POS:REL|LEM:{l~a*iY|MS,ٱلَّذِى,
(41:9:5:1),xalaqa,V,STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|3MS,خَلَقَ,
(41:9:6:1),{lo,DET,PREFIX|Al+,ٱلْ,
(41:9:6:2),>aroDa,N,STEM|POS:N|LEM:>aroD|ROOT:ArD|F|ACC,أَرْضَ,
(41:9:7:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(41:9:8:1),yawomayoni,N,STEM|POS:N|LEM:yawom|ROOT:ywm|MD|GEN,يَوْمَيْنِ,
(41:9:9:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(41:9:9:2),tajoEalu,V,STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|2MP,تَجْعَلُ,
(41:9:9:3),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(41:9:10:1),la,P,PREFIX|l:P+,لَ,
(41:9:10:2),hu,^,PRON,هُ,
